date,cityid,engagement,badges,break_engagement,break_badges
2019-6-2,31,.,.,-0.049,0.016
2019-6-9,31,.,.,-0.342,-0.313
2019-6-16,31,.,.,-0.891,-0.939
2019-6-23,31,.,.,-0.904,-0.971
2019-6-30,31,.,.,-0.9,-0.945
2019-7-7,31,.,.,-0.934,-0.975
2019-7-14,31,.,.,-0.915,-0.937
2019-7-21,31,.,.,-0.928,-0.942
2019-7-28,31,.,.,-0.984,-0.992
2019-8-4,31,.,.,-0.991,-0.997
2019-8-11,31,.,.,-0.99,-0.998
2019-8-18,31,.,.,-0.918,-0.974
2019-8-25,31,.,.,-0.844,-0.916
2019-9-1,31,.,.,-0.342,-0.669
2019-9-8,31,.,.,-0.123,-0.371
2019-9-15,31,.,.,0.0058,-0.000988
2019-9-22,31,0.0489,0.109,.,.
2019-9-29,31,0.0788,0.196,.,.
2019-10-6,31,0.085,0.303,.,.
2019-10-13,31,0.0925,0.221,.,.
2019-10-20,31,0.126,0.383,.,.
2019-10-27,31,0.0923,0.244,.,.
2019-1-13,32,0.0881,0.146,.,.
2019-1-20,32,0.00418,0.0108,.,.
2019-1-27,32,-0.0693,-0.268,.,.
2019-2-3,32,-0.0301,0.14,.,.
2019-2-10,32,0.0487,0.203,.,.
2019-2-17,32,0.167,0.261,.,.
2019-2-24,32,-0.159,-0.0496,.,.
2019-3-3,32,0.128,0.188,.,.
2019-3-10,32,-0.123,-0.0481,.,.
2019-3-17,32,-0.428,-0.331,.,.
2019-3-24,32,-0.0595,0.0528,.,.
2019-3-31,32,0.0651,0.178,.,.
2019-4-7,32,0.119,0.392,.,.
2019-4-14,32,-0.021,0.197,.,.
2019-4-21,32,-0.243,-0.388,.,.
2019-4-28,32,-0.478,-0.458,.,.
2019-5-5,32,-0.357,-0.306,.,.
2019-5-12,32,.,.,-0.207,-0.266
2019-5-19,32,.,.,-0.386,-0.395
2019-5-26,32,.,.,-0.841,-0.923
2019-6-2,32,.,.,-0.989,-0.989
2019-6-9,32,.,.,-0.992,-0.992
2019-6-16,32,.,.,-0.989,-0.998
2019-6-23,32,.,.,-0.995,-0.998
2019-6-30,32,.,.,-0.992,-0.998
2019-7-7,32,.,.,-0.95,-0.982
2019-7-14,32,.,.,-0.962,-0.923
2019-7-21,32,.,.,-0.968,-0.917
2019-7-28,32,.,.,-0.803,-0.939
2019-8-4,32,.,.,-0.799,-0.833
2019-8-11,32,.,.,-0.817,-0.878
2019-8-18,32,.,.,-0.515,-0.778
2019-8-25,32,.,.,-0.169,-0.305
2019-9-1,32,.,.,-0.058,-0.143
2019-9-8,32,.,.,-0.161,-0.325
2019-9-15,32,.,.,-0.0634,-0.116
2019-9-22,32,0.117,0.0841,.,.
2019-9-29,32,0.217,0.315,.,.
2019-10-6,32,0.126,0.211,.,.
2019-10-13,32,-0.0573,-0.147,.,.
2019-10-20,32,0.0309,0.0146,.,.
2019-10-27,32,-0.0821,-0.122,.,.
2019-1-13,33,0.0414,0.0959,.,.
2019-1-20,33,0.00363,-0.0565,.,.
2019-1-27,33,-0.0581,-0.185,.,.
2019-2-3,33,-0.00585,0.108,.,.
2019-2-10,33,-0.0106,0.135,.,.
2019-2-17,33,-0.04,0.00606,.,.
2019-2-24,33,-0.116,-0.211,.,.
2019-3-3,33,-0.016,0.0154,.,.
2019-3-10,33,-0.00772,0.103,.,.
2019-3-17,33,-0.137,-0.0901,.,.
2019-3-24,33,-0.447,-0.455,.,.
2019-3-31,33,-0.129,-0.156,.,.
2019-4-7,33,-0.217,-0.19,.,.
2019-4-14,33,-0.245,-0.291,.,.
2019-4-21,33,-0.299,-0.326,.,.
2019-4-28,33,-0.177,-0.111,.,.
2019-5-5,33,-0.224,-0.166,.,.
2019-5-12,33,.,.,-0.239,-0.239
2019-5-19,33,.,.,-0.336,-0.302
2019-5-26,33,.,.,-0.759,-0.85
2019-6-2,33,.,.,-0.978,-0.981
2019-6-9,33,.,.,-0.981,-0.983
2019-6-16,33,.,.,-0.989,-0.987
2019-6-23,33,.,.,-0.985,-0.984
2019-6-30,33,.,.,-0.991,-0.994
2019-7-7,33,.,.,-0.992,-0.992
2019-7-14,33,.,.,-0.992,-0.99
2019-7-21,33,.,.,-0.992,-0.987
2019-7-28,33,.,.,-0.99,-0.99
2019-8-4,33,.,.,-0.984,-0.99
2019-8-11,33,.,.,-0.63,-0.844
2019-8-18,33,.,.,-0.238,-0.26
2019-8-25,33,.,.,-0.11,0.0794
2019-9-1,33,.,.,-0.0618,-0.0705
2019-9-8,33,.,.,-0.0764,-0.0839
2019-9-15,33,.,.,-0.0373,0.0628
2019-9-22,33,-0.0352,-0.00324,.,.
2019-9-29,33,-0.0955,-0.0073,.,.
2019-10-6,33,-0.135,-0.0488,.,.
2019-10-13,33,-0.279,-0.291,.,.
2019-10-20,33,-0.293,-0.374,.,.
2019-10-27,33,-0.0648,-0.124,.,.
2019-1-13,34,-0.0059,-0.12,.,.
2019-1-20,34,0.0167,-0.0382,.,.
2019-1-27,34,-0.0431,-0.154,.,.
2019-2-3,34,0.0711,0.19,.,.
2019-2-10,34,0.0632,0.132,.,.
2019-2-17,34,-0.0315,-0.0131,.,.
2019-2-24,34,-0.0211,-0.105,.,.
2019-3-3,34,0.0349,0.115,.,.
2019-3-10,34,0.0385,0.234,.,.
2019-3-17,34,0.0698,0.299,.,.
2019-3-24,34,0.0736,0.25,.,.
2019-3-31,34,0.069,0.282,.,.
2019-4-7,34,0.0265,0.257,.,.
2019-4-14,34,-0.0625,0.0738,.,.
2019-4-21,34,-0.421,-0.44,.,.
2019-4-28,34,-0.1,-0.225,.,.
2019-5-5,34,-0.0195,-0.0518,.,.
2019-5-12,34,.,.,-0.159,-0.267
2019-5-19,34,.,.,-0.109,-0.197
2019-5-26,34,.,.,-0.103,-0.165
2019-6-2,34,.,.,-0.262,-0.36
2019-6-9,34,.,.,-0.48,-0.528
2019-6-16,34,.,.,-0.94,-0.971
2019-6-23,34,.,.,-0.957,-0.977
2019-6-30,34,.,.,-0.961,-0.971
2019-7-7,34,.,.,-0.986,-0.992
2019-7-14,34,.,.,-0.981,-0.987
2019-7-21,34,.,.,-0.998,-0.998
2019-7-28,34,.,.,-0.999,-0.998
2019-8-4,34,.,.,-0.997,-0.994
2019-8-11,34,.,.,-0.996,-0.999
2019-8-18,34,.,.,-0.696,-0.878
2019-8-25,34,.,.,-0.215,-0.395
2019-9-1,34,.,.,-0.151,-0.204
2019-9-8,34,.,.,-0.157,-0.326
2019-9-15,34,.,.,-0.0826,-0.196
2019-9-22,34,-0.13,-0.21,.,.
2019-9-29,34,-0.139,-0.222,.,.
2019-10-6,34,-0.161,-0.26,.,.
2019-10-13,34,-0.221,-0.31,.,.
2019-10-20,34,-0.223,-0.311,.,.
2019-10-27,34,-0.135,-0.302,.,.
2019-1-13,35,-0.0473,-0.0293,.,.
2019-1-20,35,0.0222,0.0116,.,.
2019-1-27,35,-0.0115,-0.135,.,.
2019-2-3,35,0.048,0.0736,.,.
2019-2-10,35,0.078,0.141,.,.
2019-2-17,35,0.0154,-0.0289,.,.
2019-2-24,35,-0.0294,-0.0407,.,.
2019-3-3,35,0.0399,0.111,.,.
2019-3-10,35,0.0858,0.181,.,.
2019-3-17,35,0.00239,-0.0665,.,.
2019-3-24,35,-0.236,-0.246,.,.
2019-3-31,35,-0.115,0.00404,.,.
2019-4-7,35,0.0606,0.187,.,.
2019-4-14,35,-0.0699,0.0375,.,.
2019-4-21,35,-0.378,-0.387,.,.
2019-4-28,35,-0.197,-0.2,.,.
2019-5-5,35,-0.176,-0.0341,.,.
2019-5-12,35,.,.,-0.317,-0.194
2019-5-19,35,.,.,-0.238,-0.153
2019-5-26,35,.,.,-0.327,-0.241
2019-6-2,35,.,.,-0.48,-0.564
2019-6-9,35,.,.,-0.721,-0.797
2019-6-16,35,.,.,-0.951,-0.978
2019-6-23,35,.,.,-0.98,-0.983
2019-6-30,35,.,.,-0.982,-0.977
2019-7-7,35,.,.,-0.984,-0.981
2019-7-14,35,.,.,-0.987,-0.968
2019-7-21,35,.,.,-0.987,-0.974
2019-7-28,35,.,.,-0.986,-0.977
2019-8-4,35,.,.,-0.951,-0.983
2019-8-11,35,.,.,-0.831,-0.85
2019-8-18,35,.,.,-0.836,-0.819
2019-8-25,35,.,.,-0.577,-0.693
2019-9-1,35,.,.,-0.243,-0.372
2019-9-8,35,.,.,-0.12,-0.266
2019-9-15,35,.,.,-0.0051,-0.0952
2019-9-22,35,0.0579,-0.123,.,.
2019-9-29,35,0.03,-0.108,.,.
2019-10-6,35,-0.0445,-0.133,.,.
2019-10-13,35,-0.0981,-0.313,.,.
2019-10-20,35,0.0687,-0.0483,.,.
2019-10-27,35,0.104,-0.0155,.,.
2019-1-13,37,0.0438,0.164,.,.
2019-1-20,37,-0.0199,-0.0429,.,.
2019-1-27,37,-0.0329,-0.119,.,.
2019-2-3,37,0.00306,-0.0118,.,.
2019-2-10,37,-0.0426,-0.137,.,.
2019-2-17,37,-0.0215,0.00503,.,.
2019-2-24,37,-0.036,-0.107,.,.
2019-3-3,37,-0.0197,0.0124,.,.
2019-3-10,37,-0.0184,0.112,.,.
2019-3-17,37,-0.0154,0.152,.,.
2019-3-24,37,-0.281,-0.162,.,.
2019-3-31,37,0.039,0.295,.,.
2019-4-7,37,0.0434,0.337,.,.
2019-4-14,37,-0.0205,0.186,.,.
2019-4-21,37,-0.07,0.0251,.,.
2019-4-28,37,-0.0235,0.117,.,.
2019-5-5,37,-0.099,0.12,.,.
2019-5-12,37,.,.,-0.102,-0.0465
2019-5-19,37,.,.,-0.109,0.0623
2019-5-26,37,.,.,-0.233,-0.156
2019-6-2,37,.,.,-0.776,-0.842
2019-6-9,37,.,.,-0.941,-0.957
2019-6-16,37,.,.,-0.967,-0.978
2019-6-23,37,.,.,-0.97,-0.983
2019-6-30,37,.,.,-0.978,-0.99
2019-7-7,37,.,.,-0.996,-0.997
2019-7-14,37,.,.,-0.997,-0.995
2019-7-21,37,.,.,-0.996,-0.995
2019-7-28,37,.,.,-0.997,-0.997
2019-8-4,37,.,.,-0.997,-0.996
2019-8-11,37,.,.,-0.997,-0.995
2019-8-18,37,.,.,-0.848,-0.953
2019-8-25,37,.,.,-0.369,-0.554
2019-9-1,37,.,.,-0.153,-0.213
2019-9-8,37,.,.,-0.0771,-0.205
2019-9-15,37,.,.,-0.0248,0.0143
2019-9-22,37,-0.0166,0.00268,.,.
2019-9-29,37,0.0167,0.0365,.,.
2019-10-6,37,0.0158,0.0589,.,.
2019-10-13,37,-0.0321,-0.0686,.,.
2019-10-20,37,-0.233,-0.38,.,.
2019-10-27,37,-0.035,-0.0507,.,.
2019-1-13,39,0.0468,0.0876,.,.
2019-1-20,39,0.014,0.0878,.,.
2019-1-27,39,-0.165,-0.206,.,.
2019-2-3,39,0.0976,0.0226,.,.
2019-2-10,39,0.24,0.302,.,.
2019-2-17,39,0.143,0.222,.,.
2019-2-24,39,0.113,0.15,.,.
2019-3-3,39,0.0951,0.246,.,.
2019-3-10,39,0.0293,0.258,.,.
2019-3-17,39,-0.358,-0.287,.,.
2019-3-24,39,-0.321,-0.194,.,.
2019-3-31,39,-0.0824,0.072,.,.
2019-4-7,39,-0.322,-0.316,.,.
2019-4-14,39,-0.316,-0.353,.,.
2019-4-21,39,-0.487,-0.566,.,.
2019-4-28,39,-0.115,-0.108,.,.
2019-5-5,39,-0.136,-0.0791,.,.
2019-5-12,39,.,.,-0.174,-0.0686
2019-5-19,39,.,.,-0.16,-0.197
2019-5-26,39,.,.,-0.317,-0.329
2019-6-2,39,.,.,-0.525,-0.574
2019-6-9,39,.,.,-0.59,-0.623
2019-6-16,39,.,.,-0.689,-0.752
2019-6-23,39,.,.,-0.691,-0.747
2019-6-30,39,.,.,-0.888,-0.871
2019-7-7,39,.,.,-0.991,-0.994
2019-7-14,39,.,.,-0.989,-0.996
2019-7-21,39,.,.,-0.983,-0.991
2019-7-28,39,.,.,-0.873,-0.979
2019-8-4,39,.,.,-0.609,-0.785
2019-8-11,39,.,.,-0.499,-0.634
2019-8-18,39,.,.,-0.494,-0.527
2019-8-25,39,.,.,-0.555,-0.654
2019-9-1,39,.,.,-0.57,-0.606
2019-9-8,39,.,.,-0.675,-0.7
2019-9-15,39,.,.,-0.564,-0.595
2019-9-22,39,-0.494,-0.487,.,.
2019-9-29,39,-0.502,-0.623,.,.
2019-10-6,39,-0.834,-0.852,.,.
2019-10-13,39,-0.843,-0.854,.,.
2019-10-20,39,-0.511,-0.544,.,.
2019-10-27,39,-0.44,-0.422,.,.
2019-1-13,41,0.0927,0.0999,.,.
2019-1-20,41,0.0531,0.0329,.,.
2019-1-27,41,-0.0813,-0.156,.,.
2019-2-3,41,0.0252,0.0864,.,.
2019-2-10,41,0.046,0.0922,.,.
2019-2-17,41,-0.025,-0.0237,.,.
2019-2-24,41,-0.16,-0.206,.,.
2019-3-3,41,-0.0379,-0.0492,.,.
2019-3-10,41,0.0454,0.132,.,.
2019-3-17,41,0.0496,0.131,.,.
2019-3-24,41,0.053,0.145,.,.
2019-3-31,41,-0.0447,0.0216,.,.
2019-4-7,41,-0.204,-0.224,.,.
2019-4-14,41,-0.0704,-0.0247,.,.
2019-4-21,41,-0.105,-0.0758,.,.
2019-4-28,41,-0.0951,-0.0523,.,.
2019-5-5,41,-0.0672,0.0374,.,.
2019-5-12,41,.,.,-0.14,-0.0319
2019-5-19,41,.,.,-0.122,0.00112
2019-5-26,41,.,.,-0.137,-0.081
2019-6-2,41,.,.,-0.381,-0.371
2019-6-9,41,.,.,-0.611,-0.611
2019-6-16,41,.,.,-0.901,-0.902
2019-6-23,41,.,.,-0.971,-0.972
2019-6-30,41,.,.,-0.974,-0.977
2019-7-7,41,.,.,-0.98,-0.978
2019-7-14,41,.,.,-0.981,-0.975
2019-7-21,41,.,.,-0.986,-0.968
2019-7-28,41,.,.,-0.986,-0.979
2019-8-4,41,.,.,-0.99,-0.987
2019-8-11,41,.,.,-0.984,-0.984
2019-8-18,41,.,.,-0.835,-0.912
2019-8-25,41,.,.,-0.423,-0.531
2019-9-1,41,.,.,-0.186,-0.234
2019-9-8,41,.,.,-0.124,-0.187
2019-9-15,41,.,.,0.0515,0.0904
2019-9-22,41,0.11,0.0997,.,.
2019-9-29,41,0.118,0.111,.,.
2019-10-6,41,0.09,0.0982,.,.
2019-10-13,41,0.0403,0.0185,.,.
2019-10-20,41,0.0892,0.0648,.,.
2019-10-27,41,0.114,0.158,.,.
2019-1-13,42,0.155,0.401,.,.
2019-1-20,42,0.148,0.364,.,.
2019-1-27,42,0.0525,-0.0575,.,.
2019-2-3,42,-0.344,-0.365,.,.
2019-2-10,42,0.019,-0.148,.,.
2019-2-17,42,-0.054,-0.286,.,.
2019-2-24,42,-0.0359,-0.292,.,.
2019-3-3,42,0.192,0.303,.,.
2019-3-10,42,0.137,0.112,.,.
2019-3-17,42,0.131,0.157,.,.
2019-3-24,42,0.0843,0.165,.,.
2019-3-31,42,-0.102,-0.158,.,.
2019-4-7,42,-0.306,-0.327,.,.
2019-4-14,42,-0.045,-0.0528,.,.
2019-4-21,42,-0.0638,-0.0149,.,.
2019-4-28,42,-0.143,-0.0809,.,.
2019-5-5,42,0.0111,0.0645,.,.
2019-5-12,42,.,.,-0.0959,-0.00955
2019-5-19,42,.,.,-0.178,-0.373
2019-5-26,42,.,.,-0.138,-0.31
2019-6-2,42,.,.,-0.379,-0.605
2019-6-9,42,.,.,-0.859,-0.883
2019-6-16,42,.,.,-0.991,-0.999
2019-6-23,42,.,.,-0.989,-0.991
2019-6-30,42,.,.,-0.988,-0.996
2019-7-7,42,.,.,-0.997,-1
2019-7-14,42,.,.,-0.98,-0.982
2019-7-21,42,.,.,-0.981,-0.967
2019-7-28,42,.,.,-0.979,-0.965
2019-8-4,42,.,.,-0.998,-1
2019-8-11,42,.,.,-0.997,-0.999
2019-8-18,42,.,.,-0.995,-0.997
2019-8-25,42,.,.,-0.998,-0.991
2019-9-1,42,.,.,-0.998,-1
2019-9-8,42,.,.,-0.995,-0.997
2019-9-15,42,.,.,-0.865,-0.958
2019-9-22,42,-0.729,-0.75,.,.
2019-9-29,42,-0.679,-0.703,.,.
2019-10-6,42,-0.682,-0.691,.,.
2019-10-13,42,-0.603,-0.708,.,.
2019-10-20,42,-0.635,-0.77,.,.
2019-10-27,42,-0.48,-0.546,.,.
2019-1-13,43,-0.0806,-0.237,.,.
2019-1-20,43,0.0245,0.045,.,.
2019-1-27,43,0.0384,0.12,.,.
2019-2-3,43,0.035,0.273,.,.
2019-2-10,43,0.177,0.232,.,.
2019-2-17,43,0.0962,0.0191,.,.
2019-2-24,43,0.139,-0.00148,.,.
2019-3-3,43,0.0298,-0.0897,.,.
2019-3-10,43,-0.166,-0.326,.,.
2019-3-17,43,-0.014,-0.141,.,.
2019-3-24,43,-0.405,-0.483,.,.
2019-3-31,43,-0.155,-0.307,.,.
2019-4-7,43,-0.0847,-0.238,.,.
2019-4-14,43,0.129,0.102,.,.
2019-4-21,43,-0.00887,-0.143,.,.
2019-4-28,43,-0.179,-0.0577,.,.
2019-5-5,43,-0.115,0.0915,.,.
2019-5-12,43,.,.,-0.316,-0.308
2019-5-19,43,.,.,-0.172,-0.3
2019-5-26,43,.,.,-0.565,-0.568
2019-6-2,43,.,.,-0.869,-0.89
2019-6-9,43,.,.,-0.985,-0.99
2019-6-16,43,.,.,-0.987,-0.979
2019-6-23,43,.,.,-0.992,-0.99
2019-6-30,43,.,.,-0.987,-0.998
2019-7-7,43,.,.,-0.998,-0.996
2019-7-14,43,.,.,-0.994,-0.997
2019-7-21,43,.,.,-0.998,-1
2019-7-28,43,.,.,-0.996,-1
2019-8-4,43,.,.,-0.998,-0.991
2019-8-11,43,.,.,-0.998,-0.989
2019-8-18,43,.,.,-0.823,-0.739
2019-8-25,43,.,.,-0.51,-0.373
2019-9-1,43,.,.,-0.275,-0.213
2019-9-8,43,.,.,-0.206,-0.359
2019-9-15,43,.,.,0.175,-0.00537
2019-9-22,43,0.283,0.0557,.,.
2019-9-29,43,0.31,0.306,.,.
2019-10-6,43,0.253,0.124,.,.
2019-10-13,43,0.446,0.41,.,.
2019-10-20,43,0.358,0.39,.,.
2019-10-27,43,0.555,0.962,.,.
2019-1-13,44,-0.0517,-0.0222,.,.
2019-1-20,44,0.0377,0.0756,.,.
2019-1-27,44,-0.00608,-0.0583,.,.
2019-2-3,44,0.0255,0.118,.,.
2019-2-10,44,0.00369,0.182,.,.
2019-2-17,44,0.0508,0.262,.,.
2019-2-24,44,0.0328,0.158,.,.
2019-3-3,44,-0.0602,-0.193,.,.
2019-3-10,44,-0.376,-0.441,.,.
2019-3-17,44,-0.0142,-0.0133,.,.
2019-3-24,44,-0.0325,0.0539,.,.
2019-3-31,44,-0.0653,-0.0563,.,.
2019-4-7,44,-0.0734,-0.0837,.,.
2019-4-14,44,-0.206,-0.288,.,.
2019-4-21,44,-0.297,-0.578,.,.
2019-4-28,44,-0.487,-0.657,.,.
2019-5-5,44,-0.556,-0.71,.,.
2019-5-12,44,.,.,-0.146,-0.385
2019-5-19,44,.,.,-0.274,-0.399
2019-5-26,44,.,.,-0.748,-0.905
2019-6-2,44,.,.,-0.975,-0.993
2019-6-9,44,.,.,-0.962,-0.979
2019-6-16,44,.,.,-0.967,-0.987
2019-6-23,44,.,.,-0.97,-0.983
2019-6-30,44,.,.,-0.985,-0.993
2019-7-7,44,.,.,-0.991,-0.993
2019-7-14,44,.,.,-0.99,-0.994
2019-7-21,44,.,.,-0.991,-0.995
2019-7-28,44,.,.,-0.991,-0.995
2019-8-4,44,.,.,-0.989,-0.993
2019-8-11,44,.,.,-0.783,-0.862
2019-8-18,44,.,.,-0.588,-0.689
2019-8-25,44,.,.,-0.45,-0.555
2019-9-1,44,.,.,-0.394,-0.534
2019-9-8,44,.,.,-0.325,-0.539
2019-9-15,44,.,.,-0.261,-0.402
2019-9-22,44,-0.274,-0.31,.,.
2019-9-29,44,-0.243,-0.304,.,.
2019-10-6,44,-0.253,-0.313,.,.
2019-10-13,44,-0.295,-0.369,.,.
2019-10-20,44,-0.361,-0.498,.,.
2019-10-27,44,-0.22,-0.291,.,.
2019-1-13,45,0.0294,0.103,.,.
2019-1-20,45,0.0483,-0.0477,.,.
2019-1-27,45,-0.0482,-0.18,.,.
2019-2-3,45,-0.00242,0.00292,.,.
2019-2-10,45,-0.04,-0.0878,.,.
2019-2-17,45,-0.026,-0.0292,.,.
2019-2-24,45,0.0337,0.0285,.,.
2019-3-3,45,0.126,0.255,.,.
2019-3-10,45,0.0385,0.111,.,.
2019-3-17,45,-0.331,-0.384,.,.
2019-3-24,45,0.00298,0.0609,.,.
2019-3-31,45,0.0331,0.129,.,.
2019-4-7,45,0.113,0.309,.,.
2019-4-14,45,0.0236,0.074,.,.
2019-4-21,45,-0.113,-0.244,.,.
2019-4-28,45,0.0237,-0.0199,.,.
2019-5-5,45,0.0813,0.209,.,.
2019-5-12,45,.,.,-0.0387,0.0775
2019-5-19,45,.,.,-0.13,-0.217
2019-5-26,45,.,.,-0.656,-0.726
2019-6-2,45,.,.,-0.987,-0.983
2019-6-9,45,.,.,-0.99,-0.992
2019-6-16,45,.,.,-0.994,-0.996
2019-6-23,45,.,.,-0.995,-0.995
2019-6-30,45,.,.,-0.995,-0.996
2019-7-7,45,.,.,-0.997,-0.997
2019-7-14,45,.,.,-0.994,-0.999
2019-7-21,45,.,.,-0.997,-0.999
2019-7-28,45,.,.,-0.998,-0.998
2019-8-4,45,.,.,-0.999,-1
2019-8-11,45,.,.,-0.998,-1
2019-8-18,45,.,.,-0.811,-0.959
2019-8-25,45,.,.,-0.42,-0.587
2019-9-1,45,.,.,-0.165,-0.251
2019-9-8,45,.,.,-0.205,-0.29
2019-9-15,45,.,.,-0.13,-0.229
2019-9-22,45,-0.0953,-0.149,.,.
2019-9-29,45,-0.199,-0.235,.,.
2019-10-6,45,-0.128,-0.153,.,.
2019-10-13,45,-0.032,-0.0775,.,.
2019-10-20,45,-0.0447,-0.125,.,.
2019-10-27,45,-0.142,-0.175,.,.
2019-1-13,46,0.0901,0.184,.,.
2019-1-20,46,0.11,0.13,.,.
2019-1-27,46,-0.0547,-0.112,.,.
2019-2-3,46,-0.0918,-0.145,.,.
2019-2-10,46,0.0225,0.137,.,.
2019-2-17,46,-0.0192,0.102,.,.
2019-2-24,46,-0.0704,0.162,.,.
2019-3-3,46,-0.065,0.327,.,.
2019-3-10,46,-0.0426,0.344,.,.
2019-3-17,46,-0.173,0.0718,.,.
2019-3-24,46,-0.365,-0.207,.,.
2019-3-31,46,-0.337,-0.201,.,.
2019-4-7,46,-0.0965,0.0518,.,.
2019-4-14,46,-0.193,0.0283,.,.
2019-4-21,46,-0.316,-0.187,.,.
2019-4-28,46,-0.288,-0.238,.,.
2019-5-5,46,-0.275,-0.101,.,.
2019-5-12,46,.,.,-0.227,-0.0664
2019-5-19,46,.,.,-0.268,-0.112
2019-5-26,46,.,.,-0.43,-0.443
2019-6-2,46,.,.,-0.737,-0.815
2019-6-9,46,.,.,-0.932,-0.959
2019-6-16,46,.,.,-0.984,-0.987
2019-6-23,46,.,.,-0.989,-0.993
2019-6-30,46,.,.,-0.989,-0.995
2019-7-7,46,.,.,-0.997,-0.999
2019-7-14,46,.,.,-0.995,-0.998
2019-7-21,46,.,.,-0.999,-0.999
2019-7-28,46,.,.,-0.994,-0.996
2019-8-4,46,.,.,-0.995,-0.994
2019-8-11,46,.,.,-0.996,-0.994
2019-8-18,46,.,.,-0.949,-0.938
2019-8-25,46,.,.,-0.6,-0.717
2019-9-1,46,.,.,-0.285,-0.352
2019-9-8,46,.,.,-0.19,-0.276
2019-9-15,46,.,.,0.0143,0.0524
2019-9-22,46,0.0268,0.123,.,.
2019-9-29,46,0.0596,0.0953,.,.
2019-10-6,46,0.0168,0.111,.,.
2019-10-13,46,-0.0461,-0.0804,.,.
2019-10-20,46,-0.0653,-0.112,.,.
2019-10-27,46,-0.209,-0.272,.,.
2019-1-13,47,0.0247,0.116,.,.
2019-1-20,47,-0.00947,0.0296,.,.
2019-1-27,47,-0.032,-0.16,.,.
2019-2-3,47,0.122,0.124,.,.
2019-2-10,47,0.13,0.226,.,.
2019-2-17,47,0.00534,-0.0802,.,.
2019-2-24,47,0.0266,0.0691,.,.
2019-3-3,47,0.148,0.337,.,.
2019-3-10,47,0.156,0.504,.,.
2019-3-17,47,0.163,0.45,.,.
2019-3-24,47,0.0278,0.372,.,.
2019-3-31,47,0.0528,0.501,.,.
2019-4-7,47,0.202,0.461,.,.
2019-4-14,47,0.119,0.227,.,.
2019-4-21,47,-0.277,-0.312,.,.
2019-4-28,47,-0.0441,-0.0992,.,.
2019-5-5,47,-0.0412,-0.0765,.,.
2019-5-12,47,.,.,-0.144,-0.12
2019-5-19,47,.,.,-0.132,-0.13
2019-5-26,47,.,.,-0.139,-0.17
2019-6-2,47,.,.,-0.55,-0.713
2019-6-9,47,.,.,-0.855,-0.846
2019-6-16,47,.,.,-0.885,-0.841
2019-6-23,47,.,.,-0.914,-0.902
2019-6-30,47,.,.,-0.957,-0.955
2019-7-7,47,.,.,-0.967,-0.978
2019-7-14,47,.,.,-0.975,-0.981
2019-7-21,47,.,.,-0.997,-0.999
2019-7-28,47,.,.,-0.997,-0.999
2019-8-4,47,.,.,-0.997,-0.998
2019-8-11,47,.,.,-0.92,-0.986
2019-8-18,47,.,.,-0.714,-0.873
2019-8-25,47,.,.,-0.143,-0.297
2019-9-1,47,.,.,0.136,0.0891
2019-9-8,47,.,.,0.0952,0.000753
2019-9-15,47,.,.,0.227,0.275
2019-9-22,47,0.229,0.326,.,.
2019-9-29,47,0.255,0.283,.,.
2019-10-6,47,0.0825,0.1,.,.
2019-10-13,47,0.0106,0.0951,.,.
2019-10-20,47,0.129,0.18,.,.
2019-10-27,47,0.0953,0.083,.,.
2019-1-13,48,0.0337,-0.0611,.,.
2019-1-20,48,0.0742,0.0729,.,.
2019-1-27,48,-0.135,-0.284,.,.
2019-2-3,48,0.0214,0.0945,.,.
2019-2-10,48,0.0287,0.0177,.,.
2019-2-17,48,-0.0718,-0.263,.,.
2019-2-24,48,-0.126,-0.407,.,.
2019-3-3,48,-0.0483,-0.0435,.,.
2019-3-10,48,-0.146,-0.096,.,.
2019-3-17,48,-0.172,-0.144,.,.
2019-3-24,48,-0.599,-0.882,.,.
2019-3-31,48,-0.393,-0.568,.,.
2019-4-7,48,-0.269,-0.193,.,.
2019-4-14,48,-0.306,-0.103,.,.
2019-4-21,48,-0.361,-0.105,.,.
2019-4-28,48,-0.306,-0.35,.,.
2019-5-5,48,-0.449,-0.634,.,.
2019-5-12,48,.,.,-0.406,-0.466
2019-5-19,48,.,.,-0.466,-0.572
2019-5-26,48,.,.,-0.57,-0.654
2019-6-2,48,.,.,-0.655,-0.801
2019-6-9,48,.,.,-0.977,-0.944
2019-6-16,48,.,.,-0.983,-0.945
2019-6-23,48,.,.,-0.977,-0.971
2019-6-30,48,.,.,-0.986,-0.97
2019-7-7,48,.,.,-0.992,-0.995
2019-7-14,48,.,.,-0.983,-0.997
2019-7-21,48,.,.,-0.994,-1
2019-7-28,48,.,.,-0.994,-1
2019-8-4,48,.,.,-0.992,-0.997
2019-8-11,48,.,.,-0.914,-0.947
2019-8-18,48,.,.,-0.693,-0.69
2019-8-25,48,.,.,-0.576,-0.529
2019-9-1,48,.,.,-0.531,-0.557
2019-9-8,48,.,.,-0.562,-0.679
2019-9-15,48,.,.,-0.579,-0.661
2019-9-22,48,-0.567,-0.615,.,.
2019-9-29,48,-0.666,-0.675,.,.
2019-10-6,48,-0.573,-0.598,.,.
2019-10-13,48,-0.7,-0.855,.,.
2019-10-20,48,-0.534,-0.644,.,.
